[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 7.19
[File, File, Image]  - File Name: Writer_10_failed.jpg
[File, File, Image]  - Directory: t
[File, File, Image]  - File Size: 5 kB
[File, File, Time]  - File Modification Date/Time: 2008:02:25 09:46:50
[File, File, Image]  - File Type: JPEG
[File, File, Image]  - MIME Type: image/jpeg
[File, File, Image]  - Exif Byte Order: Little-endian (Intel)
[File, File, Image] ImageWidth - Image Width: 8
[File, File, Image] ImageHeight - Image Height: 8
[File, File, Image] EncodingProcess - Encoding Process: Baseline DCT, Huffman coding
[File, File, Image] BitsPerSample - Bits Per Sample: 8
[File, File, Image] ColorComponents - Color Components: 3
[File, File, Image] YCbCrSubSampling - Y Cb Cr Sub Sampling: YCbCr4:2:0 (2 2)
[EXIF, IFD0, Camera] 271 - Make: PENTAX Corporation 
[EXIF, IFD0, Camera] 272 - Camera Model Name: PENTAX Optio S 
[EXIF, IFD0, Image] 274 - Orientation: Horizontal (normal)
[EXIF, IFD0, Image] 282 - X Resolution: 72
[EXIF, IFD0, Image] 283 - Y Resolution: 72
[EXIF, IFD0, Image] 296 - Resolution Unit: inches
[EXIF, IFD0, Image] 305 - Software: Optio S V1.00    
[EXIF, IFD0, Time] 306 - Modify Date: 2003:03:06 13:09:25
[EXIF, IFD0, Image] 531 - Y Cb Cr Positioning: Centered
[EXIF, ExifIFD, Image] 33434 - Exposure Time: 1/500
[EXIF, ExifIFD, Image] 33437 - F Number: 5.6
[EXIF, ExifIFD, Camera] 34850 - Exposure Program: Program AE
[EXIF, ExifIFD, Image] 34855 - ISO: 50
[EXIF, ExifIFD, Image] 36864 - Exif Version: 0220
[EXIF, ExifIFD, Time] 36867 - Date/Time Original: 2003:03:06 13:09:25
[EXIF, ExifIFD, Time] 36868 - Create Date: 2003:03:06 13:09:25
[EXIF, ExifIFD, Image] 37121 - Components Configuration: YCbCr
[EXIF, ExifIFD, Image] 37122 - Compressed Bits Per Pixel: 9
[EXIF, ExifIFD, Image] 37377 - Shutter Speed Value: 0
[EXIF, ExifIFD, Image] 37378 - Aperture Value: 14.0
[EXIF, ExifIFD, Image] 37380 - Exposure Compensation: 0
[EXIF, ExifIFD, Camera] 37381 - Max Aperture Value: 2.6
[EXIF, ExifIFD, Camera] 37383 - Metering Mode: Multi-segment
[EXIF, ExifIFD, Camera] 37384 - Light Source: Unknown
[EXIF, ExifIFD, Camera] 37385 - Flash: Off
[EXIF, ExifIFD, Camera] 37386 - Focal Length: 10.2 mm
[EXIF, ExifIFD, Image] 37510 - User Comment: 
[EXIF, ExifIFD, Image] 40960 - Flashpix Version: 0100
[EXIF, ExifIFD, Image] 40961 - Color Space: sRGB
[EXIF, ExifIFD, Image] 40962 - Exif Image Width: 2048
[EXIF, ExifIFD, Image] 40963 - Exif Image Height: 1536
[EXIF, InteropIFD, Image] 1 - Interoperability Index: THM - DCF thumbnail file
[EXIF, InteropIFD, Image] 2 - Interoperability Version: 0100
[EXIF, InteropIFD, Image] 4097 - Related Image Width: 3072
[EXIF, InteropIFD, Image] 4098 - Related Image Height: 2048
[EXIF, ExifIFD, Camera] 41486 - Focal Plane X Resolution: 3443.946188
[EXIF, ExifIFD, Camera] 41487 - Focal Plane Y Resolution: 3442.016807
[EXIF, ExifIFD, Camera] 41488 - Focal Plane Resolution Unit: inches
[EXIF, ExifIFD, Camera] 41495 - Sensing Method: One-chip color area
[EXIF, ExifIFD, Image] 41728 - File Source: Digital Camera
[EXIF, ExifIFD, Image] 41985 - Custom Rendered: Normal
[EXIF, ExifIFD, Camera] 41986 - Exposure Mode: Auto
[EXIF, ExifIFD, Camera] 41987 - White Balance: Auto
[EXIF, ExifIFD, Camera] 41989 - Focal Length In 35mm Format: 62 mm
[EXIF, ExifIFD, Camera] 41990 - Scene Capture Type: Standard
[EXIF, ExifIFD, Camera] 41991 - Gain Control: Low gain down
[EXIF, ExifIFD, Camera] 41992 - Contrast: Normal
[EXIF, ExifIFD, Camera] 41993 - Saturation: Normal
[EXIF, ExifIFD, Camera] 41994 - Sharpness: Normal
[EXIF, ExifIFD, Camera] 41996 - Subject Distance Range: Distant
[EXIF, IFD1, Image] 259 - Compression: JPEG (old-style)
[EXIF, IFD1, Image] 282 - X Resolution: 72
[EXIF, IFD1, Image] 283 - Y Resolution: 72
[EXIF, IFD1, Image] 296 - Resolution Unit: inches
[EXIF, IFD1, Image] 513 - Thumbnail Offset: 1786
[EXIF, IFD1, Image] 514 - Thumbnail Length: 28
[MakerNotes, Pentax, Camera] 1 - Pentax Model Type: 1
[MakerNotes, Pentax, Image] 2 - Preview Image Size: 320x240
[MakerNotes, Pentax, Image] 3 - Preview Image Length: 0
[MakerNotes, Pentax, Image] 4 - Preview Image Start: 1358
[MakerNotes, Pentax, Camera] 5 - Pentax Model ID: Optio S
[MakerNotes, Pentax, Time] 6 - Date: 2003:03:06
[MakerNotes, Pentax, Time] 7 - Time: 13:09:25
[MakerNotes, Pentax, Camera] 8 - Quality: Better
[MakerNotes, Pentax, Image] 9 - Pentax Image Size: 2048x1536
[MakerNotes, Pentax, Camera] 11 - Picture Mode: Program
[MakerNotes, Pentax, Camera] 12 - Flash Mode: Off
[MakerNotes, Pentax, Camera] 13 - Focus Mode: Normal
[MakerNotes, Pentax, Camera] 14 - AF Point Selected: Auto
[MakerNotes, Pentax, Camera] 15 - AF Points In Focus: Center
[MakerNotes, Pentax, Camera] 16 - Focus Position: 2
[MakerNotes, Pentax, Camera] 18 - Exposure Time: 1/463
[MakerNotes, Pentax, Camera] 19 - F Number: 5.6
[MakerNotes, Pentax, Camera] 20 - ISO: 50
[MakerNotes, Pentax, Camera] 21 - Light Reading: 26
[MakerNotes, Pentax, Camera] 22 - Exposure Compensation: 0
[MakerNotes, Pentax, Camera] 23 - Metering Mode: Multi-segment
[MakerNotes, Pentax, Camera] 25 - White Balance: Auto
[MakerNotes, Pentax, Camera] 26 - White Balance Mode: Auto (Daylight)
[MakerNotes, Pentax, Camera] 27 - Blue Balance: 0.30859375
[MakerNotes, Pentax, Camera] 28 - Red Balance: 0.37109375
[MakerNotes, Pentax, Camera] 29 - Focal Length: 10.2 mm
[MakerNotes, Pentax, Camera] 30 - Digital Zoom: 1
[MakerNotes, Pentax, Camera] 31 - Saturation: Normal
[MakerNotes, Pentax, Camera] 32 - Contrast: Normal
[MakerNotes, Pentax, Camera] 33 - Sharpness: Normal
[MakerNotes, Pentax, Time] 34 - World Time Location: Destination
[MakerNotes, Pentax, Time] 35 - Hometown City: London
[MakerNotes, Pentax, Time] 36 - Destination City: Los Angeles
[MakerNotes, Pentax, Time] 37 - Hometown DST: Yes
[MakerNotes, Pentax, Time] 38 - Destination DST: Yes
[MakerNotes, Pentax, Camera] 39 - DSP Firmware Version: 1.00.06.00
[MakerNotes, Pentax, Camera] 50 - Image Processing: Unprocessed
[XMP, XMP-dc, Time] date - Date: 2003:03:06
[XMP, XMP-exif, Image] CompressedBitsPerPixel - Compressed Bits Per Pixel: 0.358072916666667
[XMP, XMP-exif, Camera] FlashMode - Flash Mode: Off
[XMP, XMP-tiff, Image] BitsPerSample - Bits Per Sample: 8
[XMP, XMP-tiff, Image] Compression - Compression: JPEG (old-style)
[XMP, XMP-tiff, Image] ImageLength - Image Height: 8
[XMP, XMP-tiff, Image] ImageWidth - Image Width: 8
[XMP, XMP-tiff, Image] YCbCrPositioning - Y Cb Cr Positioning: Centered
[Composite, Composite, Image]  - Aperture: 5.6
[Composite, Composite, Camera]  - Flash: Off
[Composite, Composite, Camera]  - Scale Factor To 35 mm Equivalent: 6.1
[Composite, Composite, Image]  - Shutter Speed: 1/500
[Composite, Composite, Image]  - Thumbnail Image: (Binary data 28 bytes)
[Composite, Composite, Camera]  - Circle Of Confusion: 0.005 mm
[Composite, Composite, Image]  - Field Of View: 32.4 deg
[Composite, Composite, Camera]  - Focal Length: 10.2 mm (35 mm equivalent: 62.0 mm)
[Composite, Composite, Camera]  - Hyperfocal Distance: 3.76 m
[Composite, Composite, Image]  - Image Size: 8x8
[Composite, Composite, Image]  - Light Value: 14.9
