[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 5.31
[File, File, Image]  - File Name: NikonD2Hs.jpg
[File, File, Image]  - Directory: t
[File, File, Image]  - File Size: 4KB
[File, File, Time]  - File Modification Date/Time: 2005:05:25 13:40:58
[File, File, Image]  - File Type: JPEG
[File, File, Image]  - Image Width: 16
[File, File, Image]  - Image Height: 16
[EXIF, IFD0, Camera] 271 - Make: NIKON CORPORATION
[EXIF, IFD0, Camera] 272 - Camera Model Name: NIKON D2Hs
[EXIF, IFD0, Image] 274 - Orientation: Horizontal (normal)
[EXIF, IFD0, Image] 282 - X Resolution: 300
[EXIF, IFD0, Image] 283 - Y Resolution: 300
[EXIF, IFD0, Image] 296 - Resolution Unit: inches
[EXIF, IFD0, Image] 305 - Software: Ver.1.00 
[EXIF, IFD0, Time] 306 - Date/Time Of Last Modification: 2005:03:18 02:55:18
[EXIF, IFD0, Image] 531 - Y Cb Cr Positioning: Co-sited
[EXIF, ExifIFD, Image] 33434 - Shutter Speed: 1/125
[EXIF, ExifIFD, Image] 33437 - Aperture: 4.0
[EXIF, ExifIFD, Camera] 34850 - Exposure Program: Aperture-priority AE
[EXIF, ExifIFD, Image] 34855 - ISO Speed: 800
[EXIF, ExifIFD, Image] 36864 - Exif Version: 0221
[EXIF, ExifIFD, Time] 36867 - Shooting Date/Time: 2005:03:18 02:55:18
[EXIF, ExifIFD, Time] 36868 - Date/Time Of Digitization: 2005:03:18 02:55:18
[EXIF, ExifIFD, Image] 37121 - Components Configuration: YCbCr
[EXIF, ExifIFD, Image] 37122 - Compressed Bits Per Pixel: 4
[EXIF, ExifIFD, Image] 37380 - Exposure Compensation: 0
[EXIF, ExifIFD, Camera] 37381 - Max Aperture Value: 1.7
[EXIF, ExifIFD, Camera] 37383 - Metering Mode: Multi-segment
[EXIF, ExifIFD, Camera] 37384 - Light Source: Unknown (0)
[EXIF, ExifIFD, Camera] 37385 - Flash: No Flash
[EXIF, ExifIFD, Camera] 37386 - Focal Length: 50.0mm
[EXIF, ExifIFD, Image] 37510 - User Comment: 
[EXIF, ExifIFD, Time] 37520 - Sub Sec Time: 16
[EXIF, ExifIFD, Time] 37521 - Sub Sec Time Original: 16
[EXIF, ExifIFD, Time] 37522 - Sub Sec Time Digitized: 16
[EXIF, ExifIFD, Image] 40960 - Flashpix Version: 0100
[EXIF, ExifIFD, Image] 40961 - Color Space: sRGB
[EXIF, ExifIFD, Image] 40962 - Exif Image Width: 2464
[EXIF, ExifIFD, Image] 40963 - Exif Image Length: 1632
[EXIF, InteropIFD, Image] 1 - Interoperability Index: R98
