[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 5.12
[File, File, Image]  - File Name: OlympusE1.jpg
[File, File, Image]  - Directory: t
[File, File, Image]  - File Size: 8KB
[File, File, Time]  - File Modification Date/Time: 2005:04:02 20:14:24
[File, File, Image]  - File Type: JPEG
[File, File, Image]  - Image Width: 160
[File, File, Image]  - Image Height: 120
[EXIF, IFD0, Image] 270 - Image Description: OLYMPUS DIGITAL CAMERA         
[EXIF, IFD0, Camera] 271 - Make: OLYMPUS CORPORATION    
[EXIF, IFD0, Camera] 272 - Camera Model Name: E-1             
[EXIF, IFD0, Image] 274 - Orientation: Horizontal (normal)
[EXIF, IFD0, Image] 282 - X Resolution: 314
[EXIF, IFD0, Image] 283 - Y Resolution: 314
[EXIF, IFD0, Image] 296 - Resolution Unit: inches
[EXIF, IFD0, Image] 305 - Software: Version 1.3                    
[EXIF, IFD0, Time] 306 - Date/Time Of Last Modification: 2005:01:05 10:53:41
[EXIF, IFD0, Image] 531 - Y Cb Cr Positioning: Co-sited
[EXIF, ExifIFD, Image] 33434 - Shutter Speed: 1/100
[EXIF, ExifIFD, Image] 33437 - Aperture: 4.5
[EXIF, ExifIFD, Camera] 34850 - Exposure Program: Program AE
[EXIF, ExifIFD, Image] 34855 - ISO Speed: 400
[EXIF, ExifIFD, Image] 36864 - Exif Version: 0221
[EXIF, ExifIFD, Time] 36867 - Shooting Date/Time: 2005:01:05 10:53:41
[EXIF, ExifIFD, Time] 36868 - Date/Time Of Digitization: 2005:01:05 10:53:41
[EXIF, ExifIFD, Image] 37121 - Components Configuration: YCbCr
[EXIF, ExifIFD, Image] 37380 - Exposure Compensation: 0
[EXIF, ExifIFD, Camera] 37381 - Max Aperture Value: 2.8
[EXIF, ExifIFD, Camera] 37383 - Metering Mode: Multi-segment
[EXIF, ExifIFD, Camera] 37384 - Light Source: Unknown (0)
[EXIF, ExifIFD, Camera] 37385 - Flash: No Flash
[EXIF, ExifIFD, Camera] 37386 - Focal Length: 20.0mm
[EXIF, ExifIFD, Image] 37510 - User Comment: 
[EXIF, ExifIFD, Image] 40960 - Flashpix Version: 0100
[EXIF, ExifIFD, Image] 40961 - Color Space: sRGB
[EXIF, ExifIFD, Image] 40962 - Exif Image Width: 2560
[EXIF, ExifIFD, Image] 40963 - Exif Image Length: 1920
[EXIF, InteropIFD, Image] 1 - Interoperability Index: R98
[EXIF, InteropIFD, Image] 2 - Interoperability Version: 0100
[EXIF, ExifIFD, Image] 41728 - File Source: Digital Camera
[EXIF, ExifIFD, Image] 41985 - Custom Rendered: Normal
[EXIF, ExifIFD, Camera] 41986 - Exposure Mode: Auto
[EXIF, ExifIFD, Camera] 41987 - White Balance: Auto
[EXIF, ExifIFD, Camera] 41988 - Digital Zoom Ratio: 0
[EXIF, ExifIFD, Camera] 41990 - Scene Capture Type: Standard
[EXIF, ExifIFD, Camera] 41991 - Gain Control: High gain up
[EXIF, ExifIFD, Camera] 41992 - Contrast: Normal
[EXIF, ExifIFD, Camera] 41993 - Saturation: Normal
[EXIF, ExifIFD, Camera] 41994 - Sharpness: +2
[EXIF, IFD1, Image] 259 - Compression: JPEG (old-style)
[EXIF, IFD1, Image] 282 - X Resolution: 72
[EXIF, IFD1, Image] 283 - Y Resolution: 72
[EXIF, IFD1, Image] 296 - Resolution Unit: inches
[EXIF, IFD1, Image] 513 - Thumbnail Offset: 7088
[EXIF, IFD1, Image] 514 - Thumbnail Length: 28
[MakerNotes, Olympus, Camera] 512 - Special Mode: Fast, Sequence: 2, Panorama: (none)
[MakerNotes, Olympus, Camera] 513 - Image Quality: SHQ
[MakerNotes, Olympus, Camera] 514 - Macro: Off
[MakerNotes, Olympus, Camera] 515 - Black & White Mode: Off
[MakerNotes, Olympus, Camera] 516 - Digital Zoom: 0.0
[MakerNotes, Olympus, Camera] 517 - Focal Plane Diagonal: 21.6 mm
[MakerNotes, Olympus, Camera] 519 - Firmware Version: D4040
[MakerNotes, Olympus, Camera] 521 - Camera ID: OLYMPUS DIGITAL CAMERA         
[MakerNotes, Olympus, Camera] 4111 - Sharpness Factor: 1
[MakerNotes, Olympus, Camera] 4113 - Color Matrix: 356 65502 65470 65514 308 65506 6 65410 376
[MakerNotes, Olympus, Camera] 4114 - Black Level: 69 69 69 68
[MakerNotes, Olympus, Camera] 4119 - Red Balance: 1.609375
[MakerNotes, Olympus, Camera] 4120 - Blue Balance: 1.1328125
[MakerNotes, Olympus, Camera] 4137 - Contrast: 1
[MakerNotes, Olympus, Camera] 4138 - Sharpness Factor: 576
[MakerNotes, Olympus, Camera] 4139 - Color Control: 96 4096 2944 4096 16 128
[MakerNotes, Olympus, Camera] 4140 - Valid Bits: 12 0
[MakerNotes, Olympus, Camera] 4141 - Coring Filter: 1536
[MakerNotes, Olympus, Camera] 4142 - Olympus Image Width: 2560
[MakerNotes, Olympus, Camera] 4143 - Olympus Image Height: 1920
[MakerNotes, Olympus, Camera] 0 - Equipment Version: 010
[MakerNotes, Olympus, Camera] 256 - Firmware Version 2: D4040
[MakerNotes, Olympus, Camera] 257 - Serial Number: 143008611
[MakerNotes, Olympus, Camera] 259 - Focal Plane Diagonal: 21.6 mm
[MakerNotes, Olympus, Camera] 260 - Body Firmware Version: 1.300
[MakerNotes, Olympus, Camera] 513 - Lens: Olympus Zuiko Digital 14-54mm F2.8-3.5 (production)
[MakerNotes, Olympus, Camera] 514 - Lens Serial Number: 050105886
[MakerNotes, Olympus, Camera] 516 - Lens Firmware Version: 1.100
[MakerNotes, Olympus, Camera] 518 - Max Aperture At Max Focal: 3.5
[MakerNotes, Olympus, Camera] 519 - Min Focal Length: 14
[MakerNotes, Olympus, Camera] 520 - Max Focal Length: 54
[MakerNotes, Olympus, Camera] 769 - Extender: None
[MakerNotes, Olympus, Camera] 770 - Extender Serial Number: 
[MakerNotes, Olympus, Camera] 772 - Extender Firmware Version: 0
[MakerNotes, Olympus, Camera] 4096 - Flash Type: None
[MakerNotes, Olympus, Camera] 4097 - Flash Model: None
[MakerNotes, Olympus, Camera] 4099 - Flash Serial Number: 
[MakerNotes, Olympus, Camera] 0 - Camera Settings Version: 010
[MakerNotes, Olympus, Camera] 256 - Preview Image Valid: Yes
[MakerNotes, Olympus, Camera] 257 - Preview Image Start: 2568
[MakerNotes, Olympus, Camera] 258 - Preview Image Length: 26
[MakerNotes, Olympus, Camera] 512 - Exposure Mode: Unknown (2)
[MakerNotes, Olympus, Camera] 514 - Metering Mode: ESP
[MakerNotes, Olympus, Camera] 768 - Macro Mode: Off
[MakerNotes, Olympus, Camera] 769 - Focus Mode: Single AF
[MakerNotes, Olympus, Camera] 770 - Focus Process: AF Used
[MakerNotes, Olympus, Camera] 771 - AF Search: Ready
[MakerNotes, Olympus, Camera] 772 - AF Areas: Center (121,121)-(133,133)
[MakerNotes, Olympus, Camera] 1024 - Flash Mode: 0
[MakerNotes, Olympus, Camera] 1025 - Flash Exposure Compensation: 0
[MakerNotes, Olympus, Camera] 1281 - White Balance Temperature: Auto
[MakerNotes, Olympus, Camera] 1282 - White Balance Bracket: 0
[MakerNotes, Olympus, Camera] 1283 - Custom Saturation: CS2 (min CS0, max CS4)
[MakerNotes, Olympus, Camera] 1284 - Modified Saturation: Off
[MakerNotes, Olympus, Camera] 1285 - Contrast Setting: 0 (min -2, max 2)
[MakerNotes, Olympus, Camera] 1286 - Sharpness Setting: 1 (min -3, max 5)
[MakerNotes, Olympus, Camera] 1287 - Color Space: sRGB
[MakerNotes, Olympus, Camera] 1290 - Noise Reduction: Off
[MakerNotes, Olympus, Camera] 1291 - Distortion Correction: Off
[MakerNotes, Olympus, Camera] 1292 - Shading Compensation: Off
[MakerNotes, Olympus, Camera] 1293 - Compression Factor: 2.7
[MakerNotes, Olympus, Camera] 1536 - Sequence: Continuous Shooting, Shot 2
[MakerNotes, Olympus, Camera] 1539 - Image Quality 2: SHQ
[MakerNotes, Olympus, Camera] 0 - Raw Dev Version: 010
[MakerNotes, Olympus, Camera] 256 - Raw Dev Exposure Bias Value: 0
[MakerNotes, Olympus, Camera] 257 - Raw Dev White Balance Value: 0
[MakerNotes, Olympus, Camera] 258 - Raw Dev WB Fine Adjustment: 0
[MakerNotes, Olympus, Camera] 259 - Raw Dev Gray Point: 0 0 0
[MakerNotes, Olympus, Camera] 260 - Raw Dev Saturation Emphasis: 0 0 0
[MakerNotes, Olympus, Camera] 261 - Raw Dev Memory Color Emphasis: 0
[MakerNotes, Olympus, Camera] 262 - Raw Dev Contrast Value: 0 0 0
[MakerNotes, Olympus, Camera] 263 - Raw Dev Sharpness Value: 0 0 0
[MakerNotes, Olympus, Camera] 264 - Raw Dev Color Space: 0
[MakerNotes, Olympus, Camera] 265 - Raw Dev Engine: 0
[MakerNotes, Olympus, Camera] 266 - Raw Dev Noise Reduction: 0
[MakerNotes, Olympus, Camera] 267 - Raw Dev Edit Status: 0
[MakerNotes, Olympus, Camera] 268 - Raw Dev Settings: 0
[MakerNotes, Olympus, Camera] 0 - Image Processing Version: 010
[MakerNotes, Olympus, Camera] 256 - Red Blue Bias: 412 290
[MakerNotes, Olympus, Camera] 512 - Color Matrix: 356 65502 65470 65514 308 65506 6 65410 376
[MakerNotes, Olympus, Camera] 768 - Smoothing Parameter 1: 576
[MakerNotes, Olympus, Camera] 784 - Smoothing Parameter 2: 1536
[MakerNotes, Olympus, Camera] 1536 - Smoothing Thresholds: 69 69 69 68
[MakerNotes, Olympus, Camera] 1552 - Smoothing Threshold 2: 256
[MakerNotes, Olympus, Camera] 1553 - Valid Bits: 12 0
[MakerNotes, Olympus, Camera] 1556 - Olympus Image Width 2: 2560
[MakerNotes, Olympus, Camera] 1557 - Olympus Image Height 2: 1920
[MakerNotes, Olympus, Camera] 4112 - Noise Filter 2: Off
[MakerNotes, Olympus, Camera] 4114 - Shading Compensation 2: Off
[MakerNotes, Olympus, Camera] 0 - Focus Info Version: 010
[MakerNotes, Olympus, Camera] 768 - Zoom Position: 3
[MakerNotes, Olympus, Camera] 773 - Focus Distance: 0.705 m
[MakerNotes, Olympus, Camera] 4609 - External Flash: Off
[MakerNotes, Olympus, Camera] 4616 - Internal Flash: Off
[Composite, Composite, Image]  - Aperture: 4.5
[Composite, Composite, Camera]  - Flash: Off
[Composite, Composite, Image]  - Image Size: 160x120
[Composite, Composite, Image]  - Preview Image: (Binary data 26 bytes)
[Composite, Composite, Camera]  - Scale Factor To 35mm Equivalent: 2.0
[Composite, Composite, Image]  - Shutter Speed: 1/100
