[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 6.00
[File, File, Image]  - File Name: CanonRaw.crw
[File, File, Image]  - Directory: t/images
[File, File, Image]  - File Size: 6 kB
[File, File, Time]  - File Modification Date/Time: 2005:04:16 10:37:10
[File, File, Image]  - File Type: Canon RAW
[File, File, Image]  - MIME Type: image/x-raw
[MakerNotes, CanonRaw, Camera] 8197 - Raw Data: (Binary data 22 bytes)
[MakerNotes, CanonRaw, Camera] 8199 - Jpg From Raw: (Binary data 29 bytes)
[MakerNotes, CanonRaw, Image] 0 - File Format: CRW
[MakerNotes, CanonRaw, Image] 1 - Target Compression Ratio: 10
[MakerNotes, CanonRaw, Image] 0 - Image Width: 3072
[MakerNotes, CanonRaw, Image] 1 - Image Height: 2048
[MakerNotes, CanonRaw, Image] 2 - Pixel Aspect Ratio: 1
[MakerNotes, CanonRaw, Image] 3 - Rotation: 0
[MakerNotes, CanonRaw, Image] 4 - Component Bit Depth: 8
[MakerNotes, CanonRaw, Image] 5 - Color Bit Depth: 24
[MakerNotes, CanonRaw, Image] 6 - Color BW: 257
[MakerNotes, CanonRaw, Camera] 4106 - Target Image Type: Real-world Subject
[MakerNotes, CanonRaw, Camera] 6148 - Record ID: 0
[MakerNotes, CanonRaw, Image] 6167 - File Number: 116-1602
[MakerNotes, CanonRaw, Time] 0 - Date/Time Original: 2003:11:10 17:39:26
[MakerNotes, CanonRaw, Time] 1 - Time Zone Code: 0
[MakerNotes, CanonRaw, Time] 2 - Time Zone Info: 0
[MakerNotes, CanonRaw, Camera] 2070 - Original File Name: CRW_1602.CRW
[MakerNotes, CanonRaw, Camera] 2071 - Thumbnail File Name: CRW_1602.THM
[MakerNotes, CanonRaw, Camera] 2053 - User Comment: 
[MakerNotes, CanonRaw, Camera] 6164 - Measured EV: -0.375
[MakerNotes, CanonRaw, Camera] 2053 - Canon File Description: EOS DIGITAL REBEL CMOS RAW
[MakerNotes, CanonRaw, Camera] 2069 - Canon Image Type: CRW:EOS DIGITAL REBEL CMOS RAW
[MakerNotes, CanonRaw, Camera] 2064 - Owner's Name: Phil Harvey
[MakerNotes, CanonRaw, Camera] 0 - Make: Canon
[MakerNotes, CanonRaw, Camera] 6 - Camera Model Name: Canon EOS DIGITAL REBEL
